protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
205	Q5SYF9|Q5VY60|Q7Z4H7	HAUS augmin-like complex subunit 6 (Fragment) OS=Homo sapiens GN=HAUS6 PE=1 SV=1|HAUS augmin-like complex subunit 6 OS=Homo sapiens GN=HAUS6 PE=1 SV=1|HAUS augmin-like complex subunit 6 OS=Homo sapiens GN=HAUS6 PE=1 SV=2	HAUS6	23827.6|106196.0|125969.0	4.48003	0.0	28	56	2	2	0	2	2	126	409203.0	31425.3	32135.3	61114.6	403836.0	408467.0	523840.0	572616.0	438930.0	433680.0	1.0	0.0767964	0.0785312	0.14935	0.986882	0.998201	1.28015	1.39934	1.07264	1.05982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
206	Q00839	Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens GN=HNRNPU PE=1 SV=6	HNRNPU	106799.0	5.5595	0.0	40	86	3	3	1	2	2	126	1.38184e+06	174358.0	291578.0	266087.0	1.83363e+06	1.78773e+06	1.68598e+06	2.01842e+06	1.92824e+06	1.71711e+06	1.0	0.126178	0.211006	0.192559	1.32694	1.29372	1.2201	1.46067	1.39541	1.24262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
207	Q6P2Q9	Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens GN=PRPF8 PE=1 SV=2	PRPF8	308489.0	5.33063	0.0	69	91	2	2	1	1	1	126	250966.0	0.0	0.0	0.0	369003.0	275585.0	310140.0	415716.0	351855.0	308129.0	1.0	0.0	0.0	0.0	1.47033	1.0981	1.23579	1.65646	1.402	1.22777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
208	Q13435	Splicing factor 3B subunit 2 OS=Homo sapiens GN=SF3B2 PE=1 SV=2	SF3B2	119644.0	5.03829	0.0	49	175	6	5	3	3	3	126	3.43297e+06	272720.0	399860.0	371826.0	4.47305e+06	4.0088e+06	4.39364e+06	5.39659e+06	4.35617e+06	4.18668e+06	1.0	0.0794414	0.116476	0.10831	1.30297	1.16774	1.27984	1.57199	1.26892	1.21955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
209	Q96GX5	Serine/threonine-protein kinase greatwall OS=Homo sapiens GN=MASTL PE=1 SV=1	MASTL	111924.0	5.15117	0.0	79	123	2	2	0	2	2	126	959511.0	48603.3	123635.0	114374.0	1.22133e+06	1.09248e+06	1.10532e+06	1.3728e+06	1.10918e+06	1.14363e+06	1.0	0.0506542	0.128852	0.1192	1.27286	1.13858	1.15197	1.43073	1.15598	1.19189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
210	Q8NC51	Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens GN=SERBP1 PE=1 SV=2	SERBP1	53188.3	5.59288	0.0	68	117	3	3	0	3	3	126	2.47293e+06	396048.0	670770.0	546466.0	3.25399e+06	3.49452e+06	3.66817e+06	3.26194e+06	3.00373e+06	2.84199e+06	1.0	0.160153	0.271245	0.220979	1.31585	1.41311	1.48333	1.31906	1.21465	1.14924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
211	B9EGQ5|M0QXA7|O95785	Protein Wiz OS=Homo sapiens GN=WIZ PE=1 SV=1|Protein Wiz OS=Homo sapiens GN=WIZ PE=1 SV=1|Protein Wiz OS=Homo sapiens GN=WIZ PE=1 SV=2	WIZ	102520.0|118340.0|196667.0	4.29172	0.0	41	41	1	1	0	1	1	126	81931.7	0.0	27764.2	13109.5	119451.0	168461.0	115210.0	116607.0	125165.0	92588.3	1.0	0.0	0.33887	0.160005	1.45793	2.05612	1.40617	1.42322	1.52768	1.13007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
212	A8MQ02|J3KN01|P55196|Q5TIG5	Afadin OS=Homo sapiens GN=AFDN PE=1 SV=2|Afadin OS=Homo sapiens GN=AFDN PE=1 SV=1|Afadin OS=Homo sapiens GN=AFDN PE=1 SV=3|Afadin OS=Homo sapiens GN=AFDN PE=1 SV=1	AFDN	228492.0|234531.0|233717.0|213786.0	5.31742	0.0	57	263	7	6	0	7	6	126	3.25999e+06	329579.0	348235.0	405188.0	3.35213e+06	3.44399e+06	3.27715e+06	4.61002e+06	3.9452e+06	3.30776e+06	1.0	0.095429	0.106821	0.120873	1.02826	1.04989	1.00526	1.4146	1.21408	1.01427	0.0	0.220459	0.095543	0.210818	0.281185	0.457848	0.181147	0.407399	0.416517	0.14092
213	B7ZAR1|E7ENZ3|E9PCA1|P48643	T-complex protein 1 subunit epsilon OS=Homo sapiens GN=CCT5 PE=1 SV=1|T-complex protein 1 subunit epsilon OS=Homo sapiens GN=CCT5 PE=1 SV=1|T-complex protein 1 subunit epsilon OS=Homo sapiens GN=CCT5 PE=1 SV=1|T-complex protein 1 subunit epsilon OS=Homo sapiens GN=CCT5 PE=1 SV=1	CCT5	64709.3|62980.6|66732.4|69716.0	6.24127	0.0	64	280	9	7	0	9	7	126	1.25222e+07	1.1922e+06	1.83273e+06	1.22472e+06	1.12289e+07	8.74079e+06	1.0873e+07	1.91273e+07	1.52932e+07	1.50401e+07	1.0	0.0958666	0.146853	0.0977278	0.899786	0.699307	0.870074	1.52923	1.22328	1.19888	0.0	0.0372206	0.0566645	0.0260312	0.177427	0.203147	0.151059	0.219037	0.142077	0.23397
214	A0A0U1RRM6|Q8N8S7	Protein enabled homolog OS=Homo sapiens GN=ENAH PE=1 SV=1|Protein enabled homolog OS=Homo sapiens GN=ENAH PE=1 SV=2	ENAH	93763.0|71969.8	3.69407	0.0	36	36	1	1	0	1	1	126	83194.0	0.0	17132.6	0.0	94915.1	96874.3	60624.7	88215.0	95546.4	66392.3	1.0	0.0	0.205935	0.0	1.14089	1.16444	0.728715	1.06035	1.14848	0.798042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
215	Q9C0C2	182 kDa tankyrase-1-binding protein OS=Homo sapiens GN=TNKS1BP1 PE=1 SV=4	TNKS1BP1	195664.0	5.42573	0.0	36	85	3	3	0	3	3	126	1.15756e+06	190374.0	231662.0	228188.0	1.15893e+06	1.31649e+06	1.21636e+06	1.42171e+06	1.30746e+06	1.10496e+06	1.0	0.164461	0.200129	0.197128	1.00118	1.1373	1.0508	1.22819	1.12949	0.954562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
216	K7ES11|Q9C0C9	(E3-independent) E2 ubiquitin-conjugating enzyme (Fragment) OS=Homo sapiens GN=UBE2O PE=1 SV=1|(E3-independent) E2 ubiquitin-conjugating enzyme OS=Homo sapiens GN=UBE2O PE=1 SV=3	UBE2O	102098.0|161371.0	5.39294	0.0	44	44	1	1	0	1	1	126	1.4851e+06	82823.1	132580.0	64212.2	1.59315e+06	1.28371e+06	1.71418e+06	2.01498e+06	1.82412e+06	1.74967e+06	1.0	0.0557693	0.0892735	0.0432376	1.07275	0.864388	1.15425	1.3568	1.22828	1.17815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
217	O00763	Acetyl-CoA carboxylase 2 OS=Homo sapiens GN=ACACB PE=1 SV=3	ACACB	304323.0	5.69151	0.0	104	1097	55	9	46	9	9	126	8.63297e+06	5.3118e+06	8.12939e+06	6.48103e+06	9.296e+06	9.76439e+06	1.07233e+07	1.14425e+07	1.0046e+07	1.06381e+07	1.0	0.61669	0.941784	0.750313	1.07367	1.13144	1.23967	1.32424	1.16427	1.23225	0.0	0.195049	0.321763	0.206302	0.18104	0.163422	0.0997707	0.190442	0.117246	0.137744
218	E7EPN9|Q9Y520	Protein PRRC2C OS=Homo sapiens GN=PRRC2C PE=1 SV=1|Protein PRRC2C OS=Homo sapiens GN=PRRC2C PE=1 SV=4	PRRC2C	356713.0|365301.0	5.88808	0.0	52	248	8	7	0	8	7	126	6.20937e+06	530093.0	974551.0	812861.0	7.50914e+06	6.52771e+06	7.99311e+06	8.83142e+06	7.32024e+06	7.30772e+06	1.0	0.0836206	0.154605	0.130475	1.20783	1.05233	1.28382	1.42148	1.18038	1.17653	0.0	0.114733	0.211658	0.156397	0.112061	0.212322	0.170595	0.126404	0.0993553	0.137459
219	O75533	Splicing factor 3B subunit 1 OS=Homo sapiens GN=SF3B1 PE=1 SV=3	SF3B1	165217.0	5.3128	0.0	108	218	4	4	0	4	4	126	3.38462e+06	270716.0	391565.0	307135.0	6.00946e+06	5.25285e+06	5.59579e+06	5.38372e+06	4.34109e+06	3.95236e+06	1.0	0.0799841	0.115689	0.0907442	1.77552	1.55198	1.6533	1.59064	1.28259	1.16774	0.0	0.0734339	0.0187687	0.0758794	0.590884	0.407031	0.317464	0.298565	0.228118	0.0872341
220	O75534	Cold shock domain-containing protein E1 OS=Homo sapiens GN=CSDE1 PE=1 SV=2	CSDE1	102808.0	5.97788	0.0	58	249	7	7	0	7	7	126	5.72979e+06	756058.0	980260.0	731169.0	1.27942e+07	1.06588e+07	1.17765e+07	9.22759e+06	7.3962e+06	7.09533e+06	1.0	0.131457	0.16774	0.127122	2.2299	1.8614	2.05532	1.61196	1.28836	1.23314	0.0	0.14043	0.142538	0.125207	0.539115	0.402577	0.348812	0.255454	0.258426	0.372514
221	F8VTQ5|F8W6I7|P09651	Heterogeneous nuclear ribonucleoprotein A1 (Fragment) OS=Homo sapiens GN=HNRNPA1 PE=1 SV=1|Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens GN=HNRNPA1 PE=1 SV=2|Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens GN=HNRNPA1 PE=1 SV=5	HNRNPA1	19734.5|37488.9|43077.1	5.61753	0.0	45	112	4	3	1	3	3	126	905908.0	62394.2	116551.0	71407.5	1.50571e+06	1.3839e+06	1.3967e+06	1.50379e+06	1.23066e+06	999037.0	1.0	0.0688748	0.128657	0.0788242	1.6621	1.52764	1.54177	1.65998	1.35848	1.1028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
222	Q96R06	Sperm-associated antigen 5 OS=Homo sapiens GN=SPAG5 PE=1 SV=2	SPAG5	149692.0	5.30802	0.0	79	141	3	2	0	3	2	126	465820.0	127655.0	119700.0	102614.0	735002.0	558878.0	847446.0	904713.0	614873.0	605535.0	1.0	0.274044	0.256967	0.220287	1.57787	1.19977	1.81925	1.94219	1.31998	1.29993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
223	A0A087X0F1|Q9UK61	Protein TASOR OS=Homo sapiens GN=FAM208A PE=1 SV=1|Protein TASOR OS=Homo sapiens GN=FAM208A PE=1 SV=3	FAM208A	135798.0|217788.0	4.4031	0.0	38	38	1	1	0	1	1	126	134307.0	0.0	24645.4	0.0	140657.0	67240.6	171348.0	123460.0	96290.6	133772.0	1.0	0.0	0.1835	0.0	1.04728	0.500648	1.27579	0.919233	0.716943	0.996015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
224	J3KTA4|P17844|Q92841	Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens GN=DDX5 PE=1 SV=1|Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens GN=DDX5 PE=1 SV=1|Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens GN=DDX17 PE=1 SV=2	DDX5|DDX17	77293.6|77125.4|87555.2	5.53326	0.0	43	71	2	1	1	1	1	126	434985.0	102378.0	132235.0	105013.0	501255.0	460362.0	522542.0	665790.0	470432.0	474999.0	1.0	0.235359	0.303998	0.241418	1.15235	1.05834	1.20129	1.53061	1.08149	1.09199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
225	O43164	E3 ubiquitin-protein ligase Praja-2 OS=Homo sapiens GN=PJA2 PE=1 SV=4	PJA2	83207.4	4.13092	0.0	62	62	1	1	0	1	1	126	37092.4	10265.4	0.0	0.0	27819.5	49122.8	38045.4	41062.4	43022.9	21049.2	1.0	0.276752	0.0	0.0	0.750007	1.32434	1.02569	1.10703	1.15989	0.567481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
226	Q13085	Acetyl-CoA carboxylase 1 OS=Homo sapiens GN=ACACA PE=1 SV=2	ACACA	290364.0	7.30848	0.0	117	5021	266	80	75	191	79	126	1.12286e+08	8.80003e+07	1.08845e+08	1.33703e+08	9.68644e+07	9.65127e+07	1.31255e+08	1.19029e+08	9.87487e+07	1.27296e+08	1.0	0.784794	0.97072	1.19119	0.862955	0.862098	1.16896	1.06011	0.879301	1.13356	0.0	0.260895	0.254967	0.302972	0.24974	0.251036	0.0631907	0.0781673	0.0741677	0.0552361
227	P25054	Adenomatous polyposis coli protein OS=Homo sapiens GN=APC PE=1 SV=2	APC	357288.0	4.58644	0.0	56	56	1	1	0	1	1	126	73522.5	0.0	7361.91	0.0	133868.0	133924.0	112451.0	83679.5	76416.8	91736.2	1.0	0.0	0.100131	0.0	1.82077	1.82154	1.52948	1.13815	1.03937	1.24773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
228	P49756	RNA-binding protein 25 OS=Homo sapiens GN=RBM25 PE=1 SV=3	RBM25	120291.0	5.52605	0.0	68	241	5	5	1	4	4	126	2.8381e+06	312489.0	726660.0	428084.0	3.72368e+06	3.29237e+06	3.7298e+06	4.13666e+06	3.20775e+06	3.14045e+06	1.0	0.110105	0.256037	0.150834	1.31203	1.16006	1.31419	1.45754	1.13024	1.10653	0.0	0.590772	0.31242	0.791538	0.0636469	0.32554	0.170242	0.404057	0.373213	0.211031
229	M0QY97|Q9UPT8	Zinc finger CCCH domain-containing protein 4 (Fragment) OS=Homo sapiens GN=ZC3H4 PE=1 SV=1|Zinc finger CCCH domain-containing protein 4 OS=Homo sapiens GN=ZC3H4 PE=1 SV=3	ZC3H4	106248.0|157357.0	3.85038	0.0	78	78	1	1	1	0	0	126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
230	H3BPG7|H3BQ23|H3BT65|H3BUG4|H3BV90|Q6FI81	Anamorsin OS=Homo sapiens GN=CIAPIN1 PE=1 SV=1|Anamorsin (Fragment) OS=Homo sapiens GN=CIAPIN1 PE=1 SV=1|Anamorsin OS=Homo sapiens GN=CIAPIN1 PE=1 SV=1|Anamorsin OS=Homo sapiens GN=CIAPIN1 PE=1 SV=1|Fe-S cluster assembly protein DRE2 OS=Homo sapiens GN=CIAPIN1 PE=1 SV=1|Anamorsin OS=Homo sapiens GN=CIAPIN1 PE=1 SV=2	CIAPIN1	30202.6|16145.1|33933.8|23851.3|31012.9|40206.8	5.51374	0.00508906	20	20	1	1	1	0	0	126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
231	Q99747	Gamma-soluble NSF attachment protein OS=Homo sapiens GN=NAPG PE=1 SV=1	NAPG	41370.1	4.51319	0.0	26	26	1	1	1	0	0	126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
232	E9PHY5|O43491	Band 4.1-like protein 2 OS=Homo sapiens GN=EPB41L2 PE=1 SV=1|Band 4.1-like protein 2 OS=Homo sapiens GN=EPB41L2 PE=1 SV=1	EPB41L2	123775.0|133144.0	4.95003	0.0	27	69	5	2	3	2	1	126	290576.0	221015.0	109269.0	101205.0	274524.0	154891.0	445347.0	271523.0	369614.0	256496.0	1.0	0.760611	0.376043	0.348292	0.944757	0.533047	1.53263	0.934428	1.272	0.882716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
233	P62318	Small nuclear ribonucleoprotein Sm D3 OS=Homo sapiens GN=SNRPD3 PE=1 SV=1	SNRPD3	16428.1	5.84453	0.0	50	50	1	1	0	1	1	126	292237.0	21845.1	51624.3	32249.5	383163.0	264314.0	398809.0	414823.0	366883.0	293064.0	1.0	0.0747513	0.176652	0.110354	1.31114	0.904452	1.36468	1.41948	1.25543	1.00283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
234	D6RGK3|D6RHW1|D6RIE8|D6RIV9|D6RIY1|Q16594	Transcription initiation factor TFIID subunit 9 (Fragment) OS=Homo sapiens GN=TAF9 PE=1 SV=8|Transcription initiation factor TFIID subunit 9 (Fragment) OS=Homo sapiens GN=TAF9 PE=1 SV=3|Transcription initiation factor TFIID subunit 9 (Fragment) OS=Homo sapiens GN=TAF9 PE=1 SV=9|Transcription initiation factor TFIID subunit 9 (Fragment) OS=Homo sapiens GN=TAF9 PE=1 SV=3|Transcription initiation factor TFIID subunit 9 (Fragment) OS=Homo sapiens GN=TAF9 PE=1 SV=3|Transcription initiation factor TFIID subunit 9 OS=Homo sapiens GN=TAF9 PE=1 SV=1	TAF9	18116.9|13396.1|24672.3|21152.5|16447.8|32851.4	5.03496	0.0	53	126	3	1	2	1	1	126	1.05073e+06	157285.0	164212.0	188904.0	1.6561e+06	1.61053e+06	1.49027e+06	1.59182e+06	1.48174e+06	1.2407e+06	1.0	0.149691	0.156283	0.179784	1.57614	1.53277	1.41831	1.51497	1.4102	1.1808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
235	I3L1U9|I3L3I0|P60709|P63261	Actin, cytoplasmic 2 (Fragment) OS=Homo sapiens GN=ACTG1 PE=1 SV=1|Actin, cytoplasmic 2 (Fragment) OS=Homo sapiens GN=ACTG1 PE=1 SV=1|Actin, cytoplasmic 1 OS=Homo sapiens GN=ACTB PE=1 SV=1|Actin, cytoplasmic 2 OS=Homo sapiens GN=ACTG1 PE=1 SV=1	ACTG1|ACTB	26121.6|26121.6|46293.0|46349.1	5.58579	0.0	58	182	4	4	0	4	4	126	2.47891e+06	1.68999e+06	4.30765e+06	1.89891e+06	2.66363e+06	3.06854e+06	3.2405e+06	3.03563e+06	2.50874e+06	2.80519e+06	1.0	0.68175	1.73772	0.766029	1.07452	1.23786	1.30723	1.22459	1.01204	1.13162	0.0	0.318688	1.23462	0.346289	0.309664	0.489116	0.0641545	0.422052	0.388127	0.190175
236	Q7Z794	Keratin, type II cytoskeletal 1b OS=Homo sapiens GN=KRT77 PE=2 SV=3	KRT77	66675.9	NA	0.0	85	180	10	1	4	1	1	126	2.09837e+06	644153.0	2.41049e+06	434042.0	6.85791e+06	2.0746e+06	4.90302e+06	4.6926e+06	3.4262e+06	2.96774e+06	1.0	0.306977	1.14874	0.206847	3.2682	0.988671	2.33658	2.2363	1.63279	1.41431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
237	A0A087X027|A0A0C4DFV9|P0DME0|Q01105	Protein SETSIP OS=Homo sapiens GN=SETSIP PE=3 SV=1|Protein SET OS=Homo sapiens GN=SET PE=1 SV=1|Protein SETSIP OS=Homo sapiens GN=SETSIP PE=1 SV=1|Protein SET OS=Homo sapiens GN=SET PE=1 SV=3	SETSIP|SET	39583.0|35230.2|40819.5|38968.6	5.24819	0.0	55	55	1	1	0	1	1	126	795477.0	100904.0	94563.4	121426.0	1.41628e+06	1.15501e+06	1.22748e+06	1.09205e+06	959451.0	959289.0	1.0	0.126848	0.118876	0.152646	1.78042	1.45197	1.54307	1.37283	1.20613	1.20593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
238	F8VQE1|F8VRN8|F8VS07|Q9UHB6	LIM domain and actin-binding protein 1 OS=Homo sapiens GN=LIMA1 PE=1 SV=1|LIM domain and actin-binding protein 1 OS=Homo sapiens GN=LIMA1 PE=1 SV=1|LIM domain and actin-binding protein 1 OS=Homo sapiens GN=LIMA1 PE=1 SV=1|LIM domain and actin-binding protein 1 OS=Homo sapiens GN=LIMA1 PE=1 SV=1	LIMA1	80241.5|51642.8|61142.2|102361.0	5.07562	0.0	70	70	1	1	0	1	1	126	408307.0	20412.0	16957.4	32907.4	392059.0	488654.0	350776.0	504548.0	421581.0	387001.0	1.0	0.0499917	0.041531	0.0805946	0.960205	1.19678	0.859099	1.23571	1.03251	0.947819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
239	Q8NCM8	Cytoplasmic dynein 2 heavy chain 1 OS=Homo sapiens GN=DYNC2H1 PE=1 SV=4	DYNC2H1	562206.0	4.20546	0.0	52	52	1	1	0	1	1	126	190978.0	37357.4	47022.6	44965.6	440410.0	248957.0	362073.0	292101.0	221576.0	235578.0	1.0	0.195611	0.24622	0.235449	2.30608	1.30359	1.89589	1.52951	1.16022	1.23354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
240	Q96BK5	PIN2/TERF1-interacting telomerase inhibitor 1 OS=Homo sapiens GN=PINX1 PE=1 SV=2	PINX1	48928.4	5.17774	0.0	72	103	2	2	1	1	1	126	155624.0	12752.4	44316.0	48649.9	305853.0	262724.0	244514.0	242664.0	145253.0	140438.0	1.0	0.0819439	0.284764	0.312612	1.96534	1.6882	1.57119	1.5593	0.933363	0.90242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
241	C9JG86|H7BXT4|H7BZ93|H7C3H4|Q9BYW2	Histone-lysine N-methyltransferase SETD2 (Fragment) OS=Homo sapiens GN=SETD2 PE=1 SV=1|Histone-lysine N-methyltransferase SETD2 (Fragment) OS=Homo sapiens GN=SETD2 PE=1 SV=1|Histone-lysine N-methyltransferase SETD2 (Fragment) OS=Homo sapiens GN=SETD2 PE=1 SV=1|Histone-lysine N-methyltransferase SETD2 (Fragment) OS=Homo sapiens GN=SETD2 PE=1 SV=1|Histone-lysine N-methyltransferase SETD2 OS=Homo sapiens GN=SETD2 PE=1 SV=3	SETD2	172537.0|176778.0|169541.0|219804.0|335313.0	5.36446	0.0	51	51	1	1	0	1	1	126	350373.0	27243.6	38499.3	44735.2	577748.0	410457.0	720537.0	501407.0	391351.0	451561.0	1.0	0.077756	0.109881	0.127679	1.64895	1.17149	2.05649	1.43107	1.11695	1.2888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
242	P05141	ADP/ATP translocase 2 OS=Homo sapiens GN=SLC25A5 PE=1 SV=7	SLC25A5	38331.1	5.80032	0.0	81	157	3	3	1	2	2	126	1.42054e+06	487875.0	531340.0	492387.0	1.44877e+06	1.26164e+06	1.9254e+06	1.90757e+06	1.44577e+06	1.72234e+06	1.0	0.343442	0.37404	0.346619	1.01987	0.888141	1.3554	1.34285	1.01776	1.21245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
243	Q12923	Tyrosine-protein phosphatase non-receptor type 13 OS=Homo sapiens GN=PTPN13 PE=1 SV=2	PTPN13	315003.0	4.65913	0.0	62	109	2	2	0	2	2	126	278066.0	27210.8	28614.4	29400.7	404378.0	363910.0	394891.0	477016.0	417401.0	327409.0	1.0	0.0978572	0.102905	0.105733	1.45425	1.30872	1.42014	1.71548	1.50109	1.17745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
244	A0A0D9SF53|A0A0D9SFB3|A0A0D9SG12|O00571	ATP-dependent RNA helicase DDX3X OS=Homo sapiens GN=DDX3X PE=1 SV=1|ATP-dependent RNA helicase DDX3X OS=Homo sapiens GN=DDX3X PE=1 SV=1|ATP-dependent RNA helicase DDX3X OS=Homo sapiens GN=DDX3X PE=1 SV=1|ATP-dependent RNA helicase DDX3X OS=Homo sapiens GN=DDX3X PE=1 SV=3	DDX3X	90592.7|78358.5|79058.8|80760.4	6.12491	0.0	87	568	14	12	1	13	12	126	1.08822e+07	1.19378e+06	1.85922e+06	1.52715e+06	1.24902e+07	1.09226e+07	1.28692e+07	1.60879e+07	1.29882e+07	1.26412e+07	1.0	0.109133	0.169838	0.141425	1.15269	1.007	1.18715	1.47698	1.19256	1.15893	0.0	0.13395	0.0693429	0.192231	0.226676	0.23206	0.258559	0.205596	0.135177	0.128158
245	Q9H1K0	Rabenosyn-5 OS=Homo sapiens GN=RBSN PE=1 SV=2	RBSN	99814.3	5.71494	0.0	75	364	9	9	0	9	9	126	1.08218e+07	861472.0	1.27701e+06	926220.0	1.0257e+07	8.86965e+06	9.50866e+06	1.54318e+07	1.39293e+07	1.28511e+07	1.0	0.0794838	0.118029	0.0859862	0.945041	0.821652	0.878773	1.42593	1.2883	1.18189	0.0	0.0704945	0.037852	0.0690638	0.150827	0.137474	0.246172	0.115126	0.161661	0.266465
246	Q08J23	tRNA (cytosine(34)-C(5))-methyltransferase OS=Homo sapiens GN=NSUN2 PE=1 SV=2	NSUN2	99707.3	4.9012	0.0	54	91	2	2	0	2	2	126	1.3654e+06	128092.0	240194.0	179656.0	2.18172e+06	1.72603e+06	2.12052e+06	1.83649e+06	1.41526e+06	1.51381e+06	1.0	0.0938126	0.175914	0.131577	1.59786	1.26411	1.55303	1.34502	1.03651	1.10869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
247	P10412|P16402|P16403	Histone H1.4 OS=Homo sapiens GN=HIST1H1E PE=1 SV=2|Histone H1.3 OS=Homo sapiens GN=HIST1H1D PE=1 SV=2|Histone H1.2 OS=Homo sapiens GN=HIST1H1C PE=1 SV=2	HIST1H1E|HIST1H1D|HIST1H1C	36289.3|36544.4|35101.5	5.75645	0.0	66	100	2	2	0	2	2	126	1.59089e+06	242187.0	493753.0	543401.0	1.91933e+06	1.7825e+06	2.17763e+06	1.74974e+06	1.81749e+06	1.81014e+06	1.0	0.152234	0.310363	0.34157	1.20645	1.12044	1.36881	1.09985	1.14243	1.13782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
248	J3KSH8|J3KT51|Q9UK76	Hematological and neurological-expressed 1 protein (Fragment) OS=Homo sapiens GN=HN1 PE=1 SV=8|Hematological and neurological-expressed 1 protein OS=Homo sapiens GN=HN1 PE=1 SV=1|Hematological and neurological expressed 1 protein OS=Homo sapiens GN=HN1 PE=1 SV=3	HN1	10656.4|12609.5|18067.4	6.00422	0.0	69	69	1	1	0	1	1	126	1.52455e+06	65953.0	107797.0	66749.2	1.34096e+06	1.35542e+06	1.46517e+06	2.12583e+06	1.86997e+06	1.88332e+06	1.0	0.0432607	0.0707076	0.0437829	0.879576	0.88906	0.96105	1.3944	1.22657	1.23533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
